planned_duration_days,elapsed_days,progress_variance_pct,material_availability_pct,material_delay_days,labor_count,previous_delay_count,budget_variance_pct,deadline_days_remaining,task_completion_rate_pct,delay
101,54,5,87,0,38,1,-5,34,66,0
251,204,4,93,1,46,2,-10,3,89,0
39,36,6,93,1,29,2,3,10,99,0
146,62,3,97,0,22,0,-5,60,47,0
100,69,-17,83,0,24,5,11,50,46,1
100,74,-11,85,2,19,4,11,26,69,0
44,14,20,100,0,16,0,-10,24,43,0
69,27,-25,90,4,15,3,25,54,26,0
100,86,-8,100,0,22,2,10,19,81,1
59,24,-7,99,0,18,4,8,44,36,1
84,47,-8,91,0,15,1,-1,44,60,0
55,23,13,93,1,12,0,-6,32,50,0
45,20,6,87,6,11,3,6,17,56,0
78,53,-12,94,3,11,6,20,42,59,0
67,25,-16,97,1,14,4,11,63,14,1
103,53,-18,90,3,31,8,23,52,35,1
69,27,-15,78,3,13,4,10,57,12,1
107,32,16,97,1,57,2,-2,90,47,0
83,27,-17,76,1,11,2,12,52,0,0
164,140,-10,84,2,42,2,14,33,90,0
69,33,-4,99,1,19,3,15,50,47,0
273,128,-4,91,1,73,3,14,180,49,0
110,95,-14,97,0,27,5,15,46,68,0
43,21,-20,77,10,16,5,23,25,18,1
365,164,11,94,1,100,3,-4,180,68,0
136,115,-15,86,2,21,5,10,44,74,0
71,15,-15,85,3,18,6,23,76,10,1
279,66,15,98,0,96,2,-1,180,47,0
54,38,7,93,3,20,0,-7,28,78,0
148,82,-20,62,3,32,4,18,66,43,1
81,59,-2,100,0,12,1,-1,26,74,0
258,59,3,90,0,48,2,-1,180,47,0
108,48,-2,96,0,17,4,4,71,39,0
98,86,-7,98,0,38,6,18,37,82,0
40,21,-10,76,4,13,2,19,16,45,0
109,51,-14,86,0,27,1,13,82,33,0
97,82,4,95,0,35,2,-3,46,100,0
74,36,-1,100,1,27,1,2,28,60,0
167,52,4,96,0,75,0,-7,111,30,0
99,21,-7,90,2,21,0,4,84,15,0
94,68,-14,93,3,13,2,8,26,57,0
127,42,-7,93,3,22,3,1,94,31,0
43,26,-7,95,0,8,1,14,26,49,1
110,87,-7,91,1,18,1,18,46,63,0
148,88,-1,97,0,50,0,7,68,55,0
273,80,-6,100,0,38,1,2,180,15,0
144,109,-1,96,0,40,4,1,67,75,0
184,150,2,94,0,60,1,-1,65,76,0
240,114,-13,99,0,29,1,9,175,39,0
300,162,16,97,0,64,1,-10,180,61,0
128,57,-14,96,2,24,5,19,59,24,1
200,130,-6,95,1,32,2,15,76,56,0
57,17,7,90,0,18,1,-4,40,33,0
30,17,-5,87,0,7,3,5,13,56,0
365,235,6,99,1,74,0,-2,148,65,0
182,52,4,95,0,34,0,3,102,28,0
169,58,-10,98,1,33,2,3,125,22,0
86,80,-3,97,2,42,1,9,1,87,1
141,109,-18,78,6,44,6,16,49,57,1
87,72,-12,85,3,17,6,23,45,69,1
166,73,-29,81,3,24,8,30,93,13,1
134,32,-24,85,1,18,7,29,140,0,0
66,35,-14,83,0,8,8,19,34,50,1
141,123,-4,88,2,36,2,5,24,91,0
47,27,-7,85,4,21,1,6,20,57,0
75,12,1,91,1,15,1,8,76,16,0
98,52,2,96,1,25,1,-1,57,62,0
183,77,7,100,1,44,1,-9,95,48,0
115,77,-30,76,10,23,8,27,37,36,1
323,238,-8,98,1,60,1,5,109,60,0
87,69,6,97,0,28,2,-6,18,73,0
92,33,-14,83,3,15,3,18,65,17,1
201,68,-8,88,1,46,4,7,136,26,0
347,275,1,96,1,100,0,0,69,87,0
77,44,-40,40,20,10,8,30,38,21,1
78,52,-6,96,0,19,0,4,44,72,1
82,32,11,95,0,22,1,-10,70,47,0
175,119,-16,91,3,25,7,24,99,62,1
48,19,10,95,1,20,0,-2,33,48,0
88,11,-11,64,0,15,0,11,73,0,1
136,69,-22,86,2,38,5,19,87,27,1
68,61,-1,98,0,22,2,17,21,92,0
89,54,1,97,1,16,2,4,38,57,0
287,136,-3,94,1,44,4,0,180,47,0
128,82,-19,92,2,30,8,28,58,41,1
65,18,-10,96,1,21,8,17,80,1,0
114,61,-4,86,2,32,3,-1,58,49,0
85,63,9,91,0,38,1,-2,28,84,0
30,7,-22,84,0,11,5,14,34,0,0
110,27,-7,92,0,20,4,1,83,16,0
165,81,-21,95,0,26,3,3,150,21,0
151,134,-3,97,0,27,3,8,18,74,1
189,61,-5,98,0,27,2,5,121,12,1
169,79,7,96,1,33,0,-6,84,42,0
77,47,2,97,1,17,1,12,35,75,0
96,72,-11,94,3,20,6,10,35,74,1
124,80,11,99,1,50,0,-3,13,74,0
118,37,-15,92,2,17,4,15,112,9,0
155,86,-6,97,1,37,1,5,73,52,0
242,72,-8,97,2,24,2,14,160,20,1
112,58,2,86,0,39,3,12,26,55,0
50,36,-1,99,2,16,5,13,24,76,0
73,38,-18,77,6,25,7,25,36,29,1
126,107,13,97,0,31,1,3,18,96,0
71,33,-10,78,1,14,3,15,66,37,1
120,64,-8,93,1,32,5,13,70,44,0
109,34,-28,99,3,9,4,25,78,14,1
96,28,-2,93,2,22,4,0,79,30,0
160,50,13,93,0,43,0,-9,111,33,0
146,116,0,92,1,46,0,1,47,86,0
120,52,8,75,1,47,0,3,47,30,0
75,43,-14,66,10,27,3,12,33,50,0
64,16,20,95,0,23,0,-10,40,41,0
52,12,-2,91,1,37,1,4,59,8,0
185,169,5,97,0,20,1,-7,8,92,0
365,73,14,90,0,77,1,-5,180,24,0
114,52,-2,89,5,43,5,16,57,39,0
30,26,1,98,0,16,0,2,1,94,0
134,81,11,87,0,39,1,-1,92,71,0
207,118,-17,91,2,35,8,18,106,30,0
139,118,9,90,0,40,1,-4,47,97,0
152,76,-14,92,3,22,4,9,114,50,0
73,55,12,100,0,24,1,-7,29,94,0
55,13,-24,96,4,12,8,30,57,0,1
91,71,6,95,0,30,3,-6,37,89,0
146,138,-18,92,4,25,8,25,44,73,1
142,90,1,98,1,48,2,8,67,80,0
192,116,-24,40,20,48,5,19,69,32,1
107,93,-25,93,3,17,8,29,23,58,1
114,74,-10,82,4,24,1,5,84,57,0
131,48,-5,97,0,22,0,-5,78,36,0
31,10,7,95,0,11,0,2,23,40,0
143,96,-14,79,2,31,8,13,74,44,1
120,72,-12,92,1,27,5,13,48,47,0
124,49,-17,91,2,18,2,15,87,23,1
159,69,-25,98,1,19,8,21,90,0,1
99,18,1,97,0,26,0,-4,70,18,0
78,43,-15,80,4,21,4,21,58,31,1
59,31,-6,89,1,12,3,9,26,53,0
62,20,-16,66,7,18,4,13,45,7,1
57,40,0,83,2,16,4,14,18,65,0
70,46,-8,98,1,14,3,14,6,44,1
144,114,-4,95,2,40,3,10,29,65,0
304,162,-6,78,7,46,8,17,159,40,0
244,147,-4,87,1,54,2,-1,97,57,0
101,29,-6,88,3,18,2,9,65,23,0
157,85,5,100,1,27,1,-5,115,49,0
43,31,-4,87,0,27,5,7,11,71,1
144,127,-12,81,2,35,8,23,4,82,1
274,189,-6,99,0,45,0,5,16,71,0
69,34,-1,98,0,19,1,-2,48,41,0
132,35,-21,89,0,21,2,13,133,0,1
133,110,3,92,0,29,3,6,1,88,0
143,123,-14,88,1,18,6,18,13,64,1
98,66,-12,87,3,25,2,15,32,70,0
193,124,-6,85,0,28,2,4,78,62,0
40,7,-9,42,17,13,3,17,39,2,1
199,36,-2,98,2,72,1,3,168,23,0
130,72,-12,88,1,23,2,22,52,43,1
107,65,-14,78,2,26,5,11,39,46,0
89,79,-5,88,2,32,1,3,16,77,0
67,36,-6,67,6,14,1,15,29,43,0
52,19,9,97,1,24,4,6,44,44,0
113,53,-16,69,3,24,6,10,52,26,1
33,19,-14,96,0,10,3,13,14,49,0
132,93,-3,98,0,39,2,11,39,75,0
54,40,0,82,4,20,3,-2,21,60,0
51,32,-8,96,2,16,3,2,26,59,1
201,127,0,95,0,45,1,-1,74,71,0
46,29,-24,77,11,17,8,30,30,46,1
72,68,-6,94,3,18,3,4,21,78,1
365,217,-37,48,20,58,8,30,109,32,1
50,39,-17,79,9,15,8,29,11,66,1
120,92,-11,94,1,23,3,14,53,72,0
181,25,6,89,0,53,1,-2,156,15,0
54,29,-11,99,3,12,5,14,34,40,0
133,115,-7,89,4,36,2,8,56,94,0
100,42,20,94,0,25,0,-10,54,59,0
49,29,-19,84,4,8,4,20,30,29,1
57,22,-14,89,2,12,7,23,43,26,1
88,82,-10,96,0,42,2,10,4,98,0
66,33,5,98,0,28,0,-10,35,53,0
178,25,-8,95,3,31,5,15,179,12,1
87,26,-5,92,0,25,3,14,72,12,0
57,49,10,98,0,22,2,-7,12,97,0
100,82,-4,81,0,27,2,-3,38,80,0
147,46,9,97,0,40,0,-9,117,31,0
69,23,-5,94,2,20,2,3,54,33,0
230,163,4,99,0,60,1,4,48,70,1
64,53,-24,81,6,16,8,16,20,57,1
239,194,-15,92,0,52,1,14,73,76,1
102,87,-3,81,1,30,4,9,28,83,0
69,18,-15,79,1,17,4,15,51,16,1
90,70,-16,98,0,12,3,16,17,53,0
255,157,3,94,0,47,1,-10,135,75,0
102,94,-4,98,0,18,2,1,28,93,0
245,104,-27,72,10,33,8,29,147,17,1
134,109,8,93,0,23,0,-7,87,84,0
153,137,-2,96,0,53,1,6,11,97,0
44,30,-10,97,1,18,2,5,14,60,1
186,47,-16,100,0,27,5,21,153,16,0
186,45,-1,98,0,41,0,0,168,26,0
125,64,-6,85,1,39,0,6,54,43,1
114,71,-8,97,0,28,3,2,50,41,0
87,64,-2,91,1,29,2,16,33,68,0
107,81,1,93,0,49,3,11,38,81,0
78,27,6,99,0,38,0,2,51,54,0
87,65,-25,63,4,18,8,25,26,43,1
158,52,-7,93,1,47,3,9,127,14,0
113,85,5,92,1,31,2,-7,46,77,0
91,51,-12,97,0,20,5,12,56,52,1
149,94,-8,98,1,41,2,9,91,51,0
173,70,-9,67,3,27,2,10,127,32,0
114,29,-15,95,2,26,3,24,99,0,1
85,13,6,99,2,31,1,-4,51,17,0
65,42,-25,94,1,16,2,15,23,49,1
187,74,-12,90,0,41,3,9,134,19,1
44,26,-23,58,4,17,8,18,34,49,1
201,70,-14,94,3,39,5,18,135,16,0
83,39,-11,77,0,16,1,18,52,31,0
134,89,2,98,0,26,0,0,45,80,0
185,56,-15,97,1,58,8,20,180,6,1
107,63,-15,72,3,26,8,19,69,49,0
124,71,-8,96,2,62,2,10,79,62,0
79,16,-14,97,1,22,3,8,60,0,0
124,21,-2,99,1,18,1,-8,108,9,0
227,138,-4,99,0,31,3,5,78,51,1
216,98,3,99,1,38,0,7,90,51,0
63,21,-14,94,4,12,4,19,45,30,1
142,101,-9,95,2,26,2,11,48,62,0
36,8,7,99,0,13,0,-10,25,27,0
209,140,-2,81,0,40,2,0,71,55,0
55,25,-8,94,1,14,2,15,18,24,1
112,59,-20,88,1,18,5,19,98,29,1
78,67,-27,56,18,18,4,29,20,56,1
83,68,-3,96,0,23,1,-5,20,86,0
243,159,-13,81,1,39,8,28,100,49,1
97,46,-7,92,1,20,3,6,52,47,1
95,57,4,99,0,29,0,-8,27,72,0
300,105,-19,92,3,33,4,16,180,14,1
75,42,-22,95,3,14,7,30,29,30,1
100,30,-2,82,2,15,3,4,65,31,1
224,152,-27,87,6,39,8,30,107,59,1
186,157,-5,92,0,50,1,10,34,89,0
90,20,-13,88,2,30,3,13,70,0,1
100,79,3,93,0,21,2,1,21,79,0
93,28,6,84,2,52,2,-3,78,31,0
260,218,1,98,0,71,1,4,104,84,0
59,27,-18,89,2,14,3,16,32,9,1
49,43,-5,93,1,22,2,-1,21,87,0
141,78,6,98,2,33,0,-2,43,59,0
203,74,-10,91,0,26,4,16,85,30,0
148,50,11,95,1,36,0,-5,116,37,0
83,32,-17,98,1,15,6,14,50,19,1
278,162,-16,94,5,34,4,26,119,53,0
137,106,-3,98,1,26,5,9,41,86,0
176,75,9,91,2,62,2,2,115,49,0
166,21,0,93,2,18,0,9,145,24,0
117,19,-1,94,1,26,2,3,133,25,0
52,19,-24,83,2,11,1,15,42,10,1
180,112,-12,92,2,43,2,6,137,63,0
105,36,8,94,3,22,2,-5,56,30,0
179,157,16,95,0,48,0,-8,54,100,0
70,52,6,96,0,21,0,2,13,80,0
183,72,0,89,0,31,1,-1,129,42,0
122,38,-7,89,0,20,3,11,74,20,0
92,58,-10,97,3,17,3,6,34,50,1
75,13,-17,95,3,18,6,23,83,2,1
159,112,-4,98,0,18,5,0,44,62,0
56,34,-23,75,2,12,5,22,38,34,1
59,21,12,99,0,35,2,-7,23,56,0
132,62,20,99,0,36,0,-10,70,55,0
51,36,-12,89,1,12,2,10,15,68,1
57,27,13,99,1,12,0,-3,35,70,0
89,77,-6,93,0,21,0,2,1,67,0
72,66,-13,99,0,14,0,21,9,90,0
104,77,-12,75,4,23,3,0,24,60,1
85,45,-19,55,15,19,6,23,33,45,1
115,45,3,96,0,20,4,2,94,33,0
55,28,-14,90,6,15,7,22,24,30,1
85,25,8,97,1,30,1,2,65,33,0
162,117,-40,40,20,22,8,30,45,45,1
171,88,0,88,0,36,2,16,140,56,0
178,124,13,95,2,83,0,-6,10,89,0
92,48,7,97,1,21,1,2,32,59,0
144,50,0,91,0,29,2,9,110,34,0
151,38,5,93,1,52,2,-4,113,36,0
117,66,-5,96,0,41,1,0,53,44,0
74,17,-11,94,1,15,1,6,47,0,0
88,46,7,96,1,29,0,-3,35,70,0
193,151,15,97,0,68,0,-10,39,100,0
132,107,4,95,0,23,1,-1,55,85,0
103,21,15,94,0,25,0,-9,105,45,0
279,168,13,97,0,95,0,-10,86,54,0
70,27,-12,88,2,27,6,20,54,27,0
213,151,-2,86,0,48,4,13,93,85,0
312,95,2,98,1,55,0,-6,166,35,0
84,58,3,94,1,20,2,-3,41,82,0
158,48,4,95,0,40,3,-4,109,33,0
40,21,11,88,1,17,0,-10,29,57,0
126,51,-2,88,0,62,2,5,61,26,0
174,111,-13,83,2,46,3,7,92,46,1
97,48,7,98,0,36,2,0,64,53,1
365,133,-11,95,1,75,3,10,180,35,0
86,72,-22,79,2,20,4,23,31,65,1
47,34,-12,98,0,20,3,7,24,62,0
131,102,8,99,2,44,1,-1,36,85,0
73,58,-13,95,1,18,4,3,46,72,0
272,137,4,97,1,37,1,-8,148,57,0
138,76,11,97,0,50,0,-10,53,69,0
312,228,-1,97,3,62,1,7,110,68,0
198,157,-4,86,0,34,3,11,71,70,0
74,68,-7,98,0,20,2,8,6,80,0
47,11,-9,60,2,19,4,11,36,22,1
169,121,10,94,2,79,0,-7,52,73,0
38,30,-27,91,0,9,8,26,21,49,1
66,27,7,93,0,18,0,-2,39,55,0
91,46,9,93,2,23,1,-10,62,57,0
49,36,6,83,2,20,2,-10,6,72,0
273,137,-3,98,1,95,5,8,180,44,0
118,86,-8,98,0,21,6,11,34,69,0
130,27,2,94,0,39,3,3,114,19,0
100,45,-7,94,2,25,1,3,55,40,0
118,85,6,97,1,20,0,-9,15,88,0
56,13,-5,95,2,16,1,10,33,10,0
76,11,-12,64,6,23,4,16,76,0,1
194,85,-14,93,4,51,4,18,109,29,0
120,83,-6,96,3,30,5,12,64,65,0
97,35,-26,99,1,11,6,25,82,12,1
201,95,6,99,0,23,1,3,113,45,0
123,75,-10,95,1,20,3,5,62,57,0
49,37,-2,99,0,20,4,6,9,72,0
94,28,4,94,0,21,1,-8,79,37,1
138,30,-14,84,2,26,2,13,136,5,0
107,33,-7,96,0,29,1,7,74,26,0
169,138,14,97,0,66,0,-7,4,100,0
108,30,-14,85,2,20,2,12,96,8,0
84,42,-3,97,1,39,2,-1,61,52,0
336,250,-6,95,0,43,5,12,109,53,0
126,14,-5,96,1,19,1,9,116,24,0
95,67,2,98,1,36,1,5,46,77,0
101,59,11,97,0,26,1,0,63,72,0
165,144,11,96,2,31,0,-4,21,100,0
138,111,-5,99,1,19,3,12,59,63,0
84,32,8,98,0,39,1,4,58,47,0
88,45,-3,90,1,19,2,5,43,46,0
167,57,3,87,1,32,1,3,130,46,0
88,47,-13,87,2,20,1,10,30,31,0
45,33,-2,91,0,14,2,3,18,64,0
68,53,-16,96,2,17,1,9,15,70,0
151,81,-9,89,3,60,6,13,86,23,0
128,75,-15,96,2,22,3,8,74,41,0
162,66,-25,64,8,26,3,21,101,17,1
125,82,-2,95,0,22,0,4,50,73,0
66,20,-10,87,0,18,1,-2,41,21,0
91,31,6,93,1,24,1,1,73,47,0
151,79,-9,98,1,33,4,20,94,47,0
84,69,-18,83,3,20,8,20,1,55,1
50,36,-9,93,1,12,3,5,14,57,0
97,39,11,92,1,24,0,1,59,48,0
239,177,-7,89,0,61,3,7,53,66,0
158,29,3,95,1,40,2,0,157,31,0
213,189,-25,94,4,22,5,21,83,57,1
252,177,-5,95,2,36,4,14,155,44,0
49,35,-2,84,5,18,1,4,25,78,0
90,44,-13,62,14,18,5,15,46,40,1
91,33,-22,84,5,25,7,22,55,8,1
320,247,-10,88,0,68,1,9,179,63,0
317,113,-24,82,5,51,2,22,180,8,1
129,66,13,94,0,42,1,-4,78,64,0
75,64,-21,48,15,11,6,30,11,58,1
73,44,-19,88,4,25,8,27,61,46,1
75,35,-7,96,2,19,2,16,54,35,0
53,35,-7,90,2,28,8,16,19,61,0
91,47,-22,98,2,24,5,19,66,26,1
60,26,-26,98,3,11,8,26,47,20,1
71,51,-11,92,1,39,7,18,18,61,1
164,60,-20,83,3,25,8,17,83,10,1
133,94,-29,58,20,36,8,30,91,35,1
339,206,3,95,0,96,2,-8,102,64,0
77,63,-28,96,3,15,8,16,21,67,1
94,69,-13,91,2,12,2,11,48,54,1
63,33,-9,96,1,13,2,13,32,49,0
83,48,-2,96,1,15,1,-6,47,56,0
63,46,15,94,0,22,2,-10,27,87,0
135,91,0,90,0,42,2,12,44,71,1
144,57,-13,84,0,27,3,14,96,32,0
52,22,-16,95,0,9,4,25,50,33,1
84,21,5,81,0,30,0,-9,72,22,1
164,112,-13,91,0,13,4,9,52,57,0
199,54,11,94,0,74,0,-7,95,36,0
96,52,15,98,2,31,0,0,55,53,0
170,115,2,99,1,36,1,3,56,67,0
94,27,-10,82,2,14,0,4,70,11,0
54,49,-35,95,2,12,8,30,12,65,1
217,168,11,86,1,36,1,-4,49,100,0
279,170,3,94,1,63,3,6,89,60,1
68,19,-5,92,2,25,1,9,56,16,0
234,208,7,97,1,55,3,-6,30,95,0
75,32,-5,89,3,13,0,12,55,32,0
69,37,6,98,0,21,1,-4,28,64,0
335,262,0,92,0,44,4,8,26,75,0
56,53,9,98,1,32,0,-3,7,84,0
264,236,-12,93,2,43,2,5,23,65,1
53,23,-19,78,3,12,7,24,43,19,1
229,88,7,98,0,84,0,-4,151,52,0
159,51,-3,99,1,40,4,11,114,22,0
101,90,-8,80,2,23,8,15,13,73,1
169,145,-18,85,0,29,2,6,41,77,0
106,60,5,92,2,35,0,7,68,64,0
114,83,-9,68,5,29,6,16,30,69,1
66,35,-17,84,2,9,4,23,24,35,1
93,37,-14,70,1,17,5,18,49,22,1
138,64,2,95,1,37,3,3,55,57,0
117,20,-12,95,1,27,1,15,110,0,1
278,182,1,99,1,78,6,8,44,72,0
105,43,-14,85,1,19,4,9,72,15,1
72,24,8,98,0,18,1,1,54,49,0
88,75,-13,89,1,18,4,15,48,76,0
80,58,3,97,1,21,1,-3,29,69,0
80,35,7,98,0,15,0,-4,39,54,0
158,60,9,85,0,45,4,4,85,36,0
92,26,-6,97,0,33,1,7,65,22,1
105,57,1,89,2,31,2,2,48,47,0
83,53,-13,98,1,27,4,13,42,46,0
75,18,-9,89,0,20,2,3,59,16,1
113,80,13,98,0,34,0,-7,50,91,0
51,19,-4,98,1,14,1,-1,41,29,0
145,115,-1,88,1,36,4,-1,33,80,0
139,58,3,96,3,55,0,5,81,31,0
84,55,5,95,0,14,0,3,12,72,0
78,41,3,98,1,26,0,0,39,51,0
80,67,-7,73,1,26,5,11,23,72,1
92,41,-10,93,1,16,1,13,63,28,0
215,122,-8,96,2,55,1,16,93,42,0
101,55,-14,98,0,19,0,0,39,37,0
166,69,-9,91,1,31,1,12,100,31,1
161,90,9,95,0,33,0,-9,71,56,0
180,118,-2,94,0,38,6,13,67,65,0
171,51,-2,96,1,49,1,3,97,34,0
147,63,-15,96,1,24,4,14,101,30,1
101,82,-2,98,0,19,0,7,24,75,0
75,54,-16,82,2,15,4,20,11,63,0
62,45,-10,95,1,11,3,18,14,68,0
158,100,-14,76,10,34,8,28,58,56,1
94,72,-22,87,1,15,7,29,35,61,0
70,40,-14,89,2,11,4,18,30,46,1
30,23,-7,97,2,10,7,14,22,83,0
81,56,6,92,0,31,0,-6,26,67,0
144,17,8,98,0,28,2,0,135,10,0
129,53,1,95,4,48,1,2,75,53,0
131,111,5,88,2,46,2,6,20,96,0
365,243,-6,78,3,71,3,17,136,59,0
119,84,-12,98,0,19,0,24,39,61,0
126,15,12,94,0,46,0,-10,111,20,0
113,45,-11,78,7,28,1,10,99,32,1
68,50,-17,80,1,16,8,19,18,57,1
195,176,-11,91,3,28,4,14,65,82,1
132,86,0,98,0,29,2,1,48,71,0
186,143,-14,93,1,54,4,20,50,67,1
262,84,-8,100,2,73,2,5,180,26,0
212,21,-18,78,7,58,4,25,180,0,0
179,154,-19,60,10,30,5,12,67,66,1
71,38,-20,69,5,6,5,14,25,39,0
96,70,5,87,0,41,5,6,26,78,0
135,39,4,89,1,46,1,-10,114,30,0
85,72,-2,86,1,15,3,7,26,83,1
156,135,-2,83,1,31,6,6,21,90,0
173,127,-20,98,5,19,4,17,42,53,1
91,81,10,97,1,38,1,-6,13,100,0
71,47,-2,93,1,26,3,1,29,58,0
174,81,-9,93,3,53,4,14,80,34,0
86,41,-21,44,20,18,4,29,44,18,1
74,38,-5,98,2,15,2,4,38,25,0
116,57,0,99,1,36,4,-1,91,51,0
110,87,-4,96,4,33,1,7,33,74,0
116,32,13,95,0,43,1,-10,82,34,0
96,37,-17,78,9,18,3,17,82,15,1
63,11,-20,76,3,25,4,17,63,7,1
139,75,-16,88,2,25,4,12,29,26,1
86,6,-1,99,0,34,1,2,97,11,1
349,273,-6,97,2,59,2,6,97,65,0
144,74,-17,52,17,25,7,30,76,35,1
68,50,-13,84,0,19,4,13,20,63,0
87,69,-11,94,0,18,4,9,48,76,0
172,32,-13,93,1,28,7,19,137,10,1
128,46,2,95,0,34,1,-1,100,37,0
73,66,-1,94,0,17,3,-6,20,85,0
108,50,-17,76,5,18,4,14,81,41,0
200,130,-33,44,20,44,5,30,70,35,1
140,27,4,96,2,34,2,-1,94,18,0
365,135,16,98,0,57,0,-10,180,58,0
112,81,-11,82,5,18,8,18,49,59,1
114,61,3,97,1,23,0,0,38,59,0
164,114,-24,71,3,41,2,19,47,43,1
105,52,-34,77,7,21,8,30,66,10,1
194,75,-5,88,2,60,2,15,120,41,1
43,38,-8,99,1,13,2,11,2,83,1
56,36,-5,86,2,13,2,14,36,52,0
44,33,-16,90,1,7,4,18,11,57,1
92,44,-9,95,0,14,3,10,48,41,0
56,42,-5,83,2,19,6,14,25,82,0
80,29,6,91,0,15,0,-10,34,45,1
75,9,1,95,1,37,1,7,71,18,0
89,54,-3,95,1,30,3,10,44,53,0
179,19,8,98,0,30,0,-8,180,16,0
136,57,12,99,1,55,1,2,80,56,0
216,175,-15,99,2,28,2,2,54,80,0
194,167,-19,69,8,43,8,25,63,65,1
113,38,4,98,0,23,1,-2,82,46,0
138,66,4,98,0,21,1,-7,106,68,0
56,43,-14,75,7,24,8,22,15,51,1
140,114,-15,83,10,20,6,28,34,65,1
266,156,1,86,0,94,0,-1,115,65,0
94,48,-11,81,1,14,0,-2,66,41,0
102,25,-16,83,2,28,3,16,69,18,0
157,36,4,95,0,70,2,4,134,24,0
249,213,-6,89,1,84,1,3,47,81,0
172,64,5,96,0,81,0,-10,121,23,0
98,67,-6,94,2,22,3,14,43,70,0
120,98,-14,82,5,36,7,18,70,68,1
99,92,-13,99,2,32,4,10,2,64,1
88,42,-23,98,1,14,3,26,45,27,1
50,44,-8,90,2,27,7,5,27,73,1
138,125,-8,83,1,44,2,-9,17,82,0
62,32,-2,92,2,24,2,10,29,51,0
131,77,1,91,0,47,0,-5,72,60,0
55,39,-10,97,1,21,1,6,12,51,0
71,47,17,98,0,33,0,-10,16,82,0
119,74,-40,66,10,9,8,30,47,16,1
175,41,-11,88,2,37,2,12,129,18,1
245,112,0,89,1,62,0,5,179,47,0
365,289,11,99,0,69,0,-3,104,100,0
111,72,8,90,0,15,1,-4,35,81,0
73,50,3,99,0,26,4,-1,23,69,0
295,223,-7,94,1,39,1,8,138,67,0
100,49,-5,98,1,22,3,5,55,45,0
82,29,2,97,0,36,1,-1,60,39,0
84,47,18,98,0,28,0,-10,40,72,0
98,78,-8,83,3,24,4,16,31,69,0
33,19,-15,94,2,6,2,15,21,48,0
72,65,6,98,1,37,1,0,19,95,0
149,96,-15,85,5,33,8,25,85,43,1
98,70,2,90,1,20,0,-2,43,68,0
88,40,10,98,1,34,2,1,70,56,0
30,23,3,82,0,18,3,3,14,87,1
96,35,11,97,1,21,0,2,41,41,0
170,130,8,91,1,56,2,1,44,75,0
118,109,-5,90,3,24,4,3,1,76,1
131,122,9,97,1,40,2,-5,9,100,0
175,88,-21,74,3,18,5,14,87,28,1
90,28,-19,88,2,13,7,15,92,4,0
62,58,6,98,0,16,0,1,13,88,0
115,100,-16,79,4,25,8,28,5,64,1
45,36,2,98,1,18,1,9,10,86,0
139,124,-18,99,0,18,3,14,44,70,0
142,80,-14,83,6,34,3,14,60,36,1
91,51,-10,90,5,12,2,12,59,45,0
58,35,-4,96,0,13,1,-4,22,60,0
237,172,-8,91,1,38,1,-2,41,59,1
84,51,-10,86,2,22,4,10,33,45,1
171,50,10,99,1,36,1,-4,133,40,0
83,17,-7,98,0,20,0,8,55,25,0
150,43,0,96,1,26,1,-5,95,34,0
93,73,-2,100,2,30,3,-1,21,76,0
96,44,3,93,0,28,1,-2,58,39,0
158,66,-9,98,1,26,2,-1,103,29,0
141,93,3,92,1,32,1,2,34,72,0
52,22,-12,95,2,14,2,24,31,44,1
75,24,9,96,0,39,0,10,60,45,0
37,21,-6,95,0,13,3,9,24,62,0
55,28,-17,98,1,8,7,11,35,35,0
42,28,-2,84,3,18,2,-4,26,70,0
149,116,-22,72,4,31,8,20,19,47,1
232,178,-4,98,2,42,4,1,106,73,0
164,30,0,97,0,27,0,-8,113,16,0
179,156,-8,76,1,25,4,8,16,80,1
296,49,-6,87,0,52,4,3,180,21,0
42,16,-13,94,2,11,5,29,47,29,1
277,232,-3,96,2,69,6,7,61,67,0
95,73,-4,91,0,32,3,11,33,70,0
150,129,9,89,0,44,0,-5,15,93,0
71,31,-17,96,4,17,3,17,41,37,1
163,93,-18,99,3,24,6,16,85,51,1
140,33,6,92,2,27,2,-6,107,38,0
100,25,-4,90,0,34,3,14,78,23,0
81,30,-6,91,1,27,1,7,53,28,1
220,206,-16,99,0,25,8,20,115,79,1
87,35,10,99,2,41,1,0,30,38,0
40,28,-17,94,1,5,1,15,12,51,1
54,34,-23,77,9,14,8,22,42,51,1
64,53,-13,89,2,17,4,2,18,71,0
61,48,1,95,1,21,1,-3,15,87,0
207,122,-5,83,2,46,2,7,55,67,1
283,84,5,97,0,38,0,4,139,30,0
179,46,-7,80,3,38,2,13,144,32,0
44,8,0,95,0,12,0,4,46,29,0
81,48,-12,93,0,22,5,24,26,59,0
365,66,-2,97,3,50,1,-1,180,16,0
75,39,-12,91,0,24,2,15,23,42,0
136,49,4,97,1,22,0,-9,102,45,0
111,56,-10,85,1,22,4,9,63,35,0
83,26,4,97,1,18,0,5,65,44,0
102,61,0,95,0,20,0,-8,43,65,0
40,18,-9,99,2,18,2,16,25,60,0
46,11,-18,82,3,7,3,24,45,0,1
30,17,13,99,0,25,2,-9,20,62,0
